0,1.770,1.772,0.273,0
1,2.321,2.322,0.229,0
2,2.457,2.457,0.280,0
3,2.768,2.769,1.279,0
4,2.937,2.937,0.524,0
5,3.723,3.724,2.097,0
6,4.288,4.289,0.040,0
7,5.578,5.580,1.278,0
8,5.816,5.816,1.956,0
9,9.483,9.486,1.776,0
10,10.122,10.123,0.125,0
11,11.283,11.284,0.248,0
12,11.633,11.634,1.444,0
13,12.067,12.067,0.069,0
14,12.897,12.898,0.472,0
15,13.667,13.668,0.436,0
16,15.603,15.606,0.766,0
17,16.632,16.633,0.875,0
18,16.649,16.649,0.524,0
19,16.744,16.745,0.407,0
20,16.779,16.779,0.229,0
21,18.043,18.044,0.036,0
22,19.024,19.025,0.076,0
23,19.349,19.350,0.500,0
24,19.642,19.642,2.540,0
25,19.994,19.994,2.004,0
26,20.368,20.369,0.958,0
27,22.236,22.238,1.730,0
28,23.386,23.388,0.607,0
29,23.703,23.703,6.264,0
30,23.765,23.765,0.258,0
31,24.459,24.459,0.160,0
32,24.613,24.613,0.225,0
33,24.802,24.802,0.277,0
34,24.925,24.925,0.037,0
35,25.798,25.799,0.409,0
36,27.302,27.304,0.001,0
37,27.658,27.659,0.013,0
38,27.828,27.829,0.364,0
39,28.052,28.052,1.745,0
40,28.920,28.921,0.018,0
41,30.319,30.321,0.160,0
42,32.344,32.347,0.704,0
43,32.911,32.912,0.771,0
44,33.763,33.765,0.513,0
45,34.296,34.297,1.373,0
46,34.443,34.443,2.468,0
47,40.738,40.745,0.317,0
48,41.021,41.021,0.441,0
49,41.903,41.904,0.887,0
50,43.468,43.470,0.468,0
51,44.246,44.247,0.208,0
52,44.988,44.989,1.856,0
53,47.075,47.078,0.131,0
54,48.043,48.045,0.556,0
55,48.514,48.515,0.224,0
56,49.109,49.110,0.301,0
57,49.807,49.808,0.679,0
58,49.893,49.893,0.965,0
59,50.388,50.388,0.778,0
60,50.655,50.656,1.124,0
61,50.763,50.763,0.065,0
62,53.467,53.470,2.071,0
63,54.054,54.055,1.379,0
64,54.614,54.615,0.527,0
65,56.058,56.060,0.001,0
66,57.308,57.309,0.299,0
67,57.832,57.832,2.078,0
68,58.352,58.352,0.118,0
69,60.055,60.057,0.356,0
70,61.557,61.559,0.673,0
71,63.002,63.003,1.154,0
72,63.370,63.371,0.813,0
73,64.354,64.356,0.422,0
74,64.778,64.779,0.068,0
75,65.220,65.220,0.253,0
76,65.501,65.501,0.104,0
77,66.017,66.017,0.451,0
78,67.394,67.395,0.968,0
79,68.633,68.635,1.361,0
80,69.033,69.034,2.985,0
81,70.727,70.729,3.451,0
82,72.513,72.516,0.469,0
83,72.560,72.560,0.253,0
84,74.595,74.597,0.264,0
85,76.758,76.760,0.423,0
86,77.003,77.004,0.332,0
87,79.013,79.015,1.220,0
88,80.644,80.646,0.455,0
89,81.212,81.213,1.973,0
90,83.088,83.090,0.541,0
91,84.672,84.674,0.372,0
92,84.877,84.878,2.602,0
93,84.997,84.997,0.059,0
94,85.060,85.061,0.008,0
95,88.697,88.701,1.022,0
96,89.053,89.053,0.533,0
97,90.479,90.481,0.360,0
98,90.585,90.585,0.724,0
99,90.862,90.862,2.054,0
100,92.208,92.210,0.603,0
101,93.105,93.106,2.358,0
102,94.533,94.535,0.517,0
103,97.103,97.106,1.821,0
104,97.865,97.866,0.309,0
105,98.567,98.568,2.389,0
106,99.671,99.673,2.346,0
107,101.901,101.904,1.666,0
108,101.981,101.981,0.593,0
109,102.658,102.659,0.251,0
110,103.058,103.058,0.110,0
111,103.392,103.392,2.319,0
112,104.175,104.176,0.961,0
113,107.027,107.030,2.002,0
114,109.789,109.792,0.617,0
115,115.609,115.615,0.100,0
116,115.649,115.650,0.190,0
117,116.034,116.034,0.244,0
118,117.021,117.022,0.184,0
119,119.120,119.122,0.789,0
120,119.896,119.897,0.355,0
121,120.582,120.583,1.210,0
122,121.576,121.578,0.048,0
123,121.809,121.810,0.981,0
124,122.654,122.655,0.229,0
125,124.071,124.072,0.459,0
126,124.785,124.786,0.064,0
127,127.075,127.077,0.938,0
128,127.090,127.090,2.123,0
129,127.334,127.335,0.126,0
130,127.953,127.954,1.005,0
131,128.700,128.701,0.299,0
132,129.449,129.450,0.042,0
133,129.646,129.647,0.913,0
134,130.061,130.062,0.141,0
135,130.139,130.139,1.078,0
136,130.993,130.994,0.053,0
137,132.169,132.170,0.340,0
138,134.344,134.346,0.290,0
139,134.403,134.403,3.522,0
140,136.678,136.681,3.153,0
141,137.062,137.062,1.287,0
142,137.497,137.497,0.638,0
143,137.954,137.955,2.119,0
144,137.969,137.969,3.749,0
145,139.983,139.986,0.534,0
146,140.593,140.593,0.773,0
147,140.627,140.627,0.203,0
148,140.698,140.699,2.053,0
149,141.667,141.668,1.306,0
150,142.147,142.148,0.680,0
151,143.427,143.428,0.811,0
152,143.531,143.531,0.516,0
153,143.878,143.878,1.017,0
154,144.203,144.203,0.171,0
155,145.285,145.287,0.602,0
156,146.074,146.075,0.659,0
157,147.489,147.491,0.470,0
158,148.053,148.054,1.158,0
159,148.494,148.495,1.918,0
160,149.397,149.398,1.752,0
161,149.728,149.728,0.148,0
162,149.819,149.819,2.355,0
163,150.084,150.084,0.089,0
164,151.131,151.132,0.380,0
165,152.745,152.747,0.846,0
166,153.688,153.689,0.252,0
167,153.788,153.788,0.155,0
168,153.817,153.817,0.258,0
169,154.472,154.473,1.108,0
170,155.016,155.017,0.824,0
171,155.063,155.063,0.119,0
172,156.289,156.291,0.132,0
173,157.156,157.157,0.133,0
174,159.735,159.738,1.226,0
175,160.009,160.010,0.910,0
176,161.117,161.118,0.023,0
177,161.593,161.594,0.466,0
178,162.080,162.080,0.875,0
179,163.030,163.031,0.462,0
180,163.268,163.269,0.188,0
181,164.442,164.444,0.188,0
182,164.978,164.979,1.644,0
183,165.653,165.654,0.725,0
184,165.938,165.939,0.812,0
185,166.171,166.171,1.978,0
186,166.985,166.986,0.394,0
187,168.093,168.094,2.239,0
188,168.726,168.726,2.562,0
189,169.897,169.898,0.104,0
190,170.070,170.070,3.569,0
191,170.604,170.605,1.125,0
192,172.925,172.927,1.973,0
193,174.451,174.453,0.887,0
194,175.064,175.065,0.327,0
195,175.682,175.682,0.242,0
196,175.931,175.931,0.748,0
197,178.741,178.744,0.105,0
198,179.720,179.721,3.914,0
199,182.487,182.490,0.738,0
200,184.424,184.426,1.505,0
201,185.804,185.805,1.168,0
202,185.974,185.975,1.628,0
203,187.769,187.771,0.220,0
204,189.162,189.164,1.395,0
205,190.171,190.172,0.157,0
206,192.297,192.300,1.421,0
207,192.811,192.812,0.622,0
208,193.208,193.209,0.629,0
209,194.579,194.581,2.009,0
210,195.207,195.207,2.007,0
211,196.180,196.182,1.310,0
212,199.898,199.902,1.234,0
213,200.571,200.572,1.284,0
214,200.753,200.753,2.877,0
215,201.796,201.798,2.049,0
216,201.983,201.983,0.466,0
217,201.985,201.985,1.896,0
218,202.275,202.276,0.245,0
219,203.965,203.967,2.564,0
220,203.968,203.968,0.040,0
221,204.855,204.856,2.646,0
222,205.217,205.218,0.767,0
223,206.293,206.294,0.292,0
224,207.620,207.622,0.457,0
225,209.378,209.380,3.253,0
226,209.799,209.800,0.983,0
227,209.829,209.829,0.114,0
228,210.966,210.968,1.804,0
229,213.582,213.585,0.277,0
230,214.240,214.241,0.862,0
231,214.497,214.498,0.142,0
232,215.150,215.151,0.725,0
233,215.932,215.933,0.144,0
234,216.721,216.722,0.971,0
235,218.169,218.171,0.534,0
236,219.163,219.164,0.200,0
237,219.257,219.258,1.571,0
238,221.388,221.390,1.699,0
239,221.582,221.583,0.080,0
240,223.151,223.153,3.680,0
241,223.528,223.529,0.122,0
242,223.842,223.843,0.167,0
243,227.128,227.132,0.293,0
244,227.418,227.418,0.264,0
245,228.374,228.375,0.375,0
246,229.491,229.493,0.304,0
247,230.471,230.473,0.561,0
248,231.275,231.276,0.524,0
249,231.808,231.809,0.132,0
